learner,frac,qini
S-learner,0.2754528419737664,137.66213921901527
S-learner,0.27873204247345407,137.44096250699496
S-learner,0.2820112429731418,141.78060941828255
S-learner,0.2852904434728295,140.32242225859247
S-learner,0.28856964397251716,143.5245283018868
S-learner,0.2918488444722049,142.08858057630738
S-learner,0.29512804497189254,141.65610142630746
S-learner,0.29840724547158026,145.43491897543126
S-learner,0.301686445971268,144.0
S-learner,0.30496564647095564,148.4398976982097
S-learner,0.30824484697064336,152.4555160142349
S-learner,0.311524047470331,154.37367624810895
S-learner,0.31480324797001874,158.73163418290852
S-learner,0.31808244846970646,161.7507418397626
S-learner,0.3213616489693941,162.33512983831457
S-learner,0.32464084946908184,164.85403576607055
S-learner,0.3279200499687695,168.8755980861244
S-learner,0.3311992504684572,173.89673140691613
S-learner,0.33447845096814494,171.09282700421943
S-learner,0.3377576514678326,175.25488372093025
S-learner,0.3410368519675203,174.8656853725851
S-learner,0.344316052467208,181.15311222171744
S-learner,0.3475952529668957,183.7896629213483
S-learner,0.35087445346658336,186.0
S-learner,0.3541536539662711,185.2106654914059
S-learner,0.3574328544659588,188.78933566433568
S-learner,0.36071205496564646,190.578856152513
S-learner,0.3639912554653342,192.5792185487334
S-learner,0.36727045596502184,198.53134328358206
S-learner,0.37054965646470955,201.26779661016946
S-learner,0.37382885696439727,201.43836769036602
S-learner,0.37710805746408493,206.08454810495627
S-learner,0.38038725796377265,205.87732342007436
S-learner,0.3836664584634603,202.68847097301716
S-learner,0.38694565896314803,199.51558073654388
S-learner,0.39022485946283575,201.08433734939757
S-learner,0.3935040599625234,203.2516952532908
S-learner,0.39678326046221113,202.37638668779715
S-learner,0.4000624609618988,205.23577873675947
S-learner,0.4033416614615865,204.5968056096611
S-learner,0.4066208619612742,204.3726323927329
S-learner,0.4099000624609619,206.59026446914527
S-learner,0.4131792629606496,210.2449677174326
S-learner,0.41645846346033727,212.6807228915663
S-learner,0.419737663960025,216.42306252339944
S-learner,0.4230168644597127,216.47274749721913
S-learner,0.42629606495940037,219.01918111398004
